"symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"STEAP3",1531.50622861463,1.82865728266128,0.42422552864593,4.31057812220332,1.6282829067972e-05,0.00133127851392647
"FAAH2",73.337798257313,2.120324503681,0.49346537036032,4.29680506685358,1.73277444585183e-05,0.00139870140650328
"SSTR1",33.3507758967447,3.60027780958791,0.840398439348487,4.28401296458737,1.83552209839425e-05,0.00146044864949466
"CYP2D6",112.321430309751,1.80771847903088,0.422021097570423,4.28347892898702,1.83993530644997e-05,0.00146044864949466
"VIPR1",156.631057756248,2.42203882207724,0.566066477582952,4.27871799160252,1.87972838702594e-05,0.00148584339306407
"HS3ST3B1",108.128408565377,1.8115928166376,0.424445043884526,4.26814458724238,1.97105560457964e-05,0.001540933068226
"BPIFB1",66.3486916808458,4.76256335527417,1.11593203247006,4.26778980860732,1.97419208395899e-05,0.001540933068226
"RBM47",1739.68023198426,1.4109477311766,0.330715041335477,4.26635488207305,1.98692634448813e-05,0.001540933068226
"SLC25A42",485.512462079731,1.24881470179918,0.293453386317503,4.25558115880122,2.08506712524509e-05,0.00159520195726582
"AKR1C2",941.293009114168,2.2996730596622,0.541470505083793,4.24708832350216,2.16566600783642e-05,0.00163714037497158
"CEBPA",1853.44102854114,1.66536733360033,0.392805431690496,4.23967491089207,2.23843719930223e-05,0.00167882789947667
"KRT8",1419.20518914065,2.69956270277125,0.63803504321922,4.23105710487396,2.32595607093167e-05,0.00171742105237397
"SLC29A3",845.242744784167,1.477907327358,0.349588399336926,4.22756398713798,2.36235005623698e-05,0.00173113499332714
"FAM107B",4058.48821155226,1.27863474551909,0.302819369693665,4.2224338119869,2.4167838157837e-05,0.00175056014033002
"PTPRN2",488.702209364235,1.73603753017145,0.41219902538607,4.21164879889141,2.53513475359539e-05,0.00182242705871669
"CYP3A5",227.251542519374,2.36037687785082,0.560838264752135,4.20865876349218,2.56890999862686e-05,0.00183304538012338
"DNMBP",831.114977642303,1.00218758333389,0.238850644577766,4.19587556527439,2.71819459773205e-05,0.00191167435265801
"HAR1A",31.2864154841356,2.28305148260796,0.544132068548291,4.19576719434859,2.71949474840064e-05,0.00191167435265801
"PRDM16-DT",23.6708846533811,2.97529556576589,0.709517310646613,4.19340799881876,2.74794554305427e-05,0.00192429477647951
"CYP8B1",257.319686909335,4.583615872059,1.09326111361952,4.19260853144568,2.75765078204151e-05,0.00192429477647951
"DHRS3",1744.40462407713,1.39186367515091,0.332171244288327,4.19019917914016,2.78709692519709e-05,0.00193774439507316
"TGM2",5242.54995247624,1.37813516506272,0.32934422997658,4.18448249468563,2.85816469885863e-05,0.00195856250047687
"A1BG",534.992280298901,1.82770942933895,0.436890917634129,4.18344569678043,2.87123698072612e-05,0.00196046826103342
